"CO"	"DISTRICT"	"LEA ID"	"EXPENDITURES"	"CURRENT EXPENSE ADA"	"CURRENT EXPENSE PER ADA"	"LEA TYPE"	"YEAR"
"7351"	"33"	"Romoland Elementary"	"67231"	"1.32395e+007"	"2124.2"	6232.71	"Elementary"	2005
"7352"	"33"	"San Jacinto Unified"	"67249"	"5.50918e+007"	"7632.47"	7218.07	"Unified"	2005
"7353"	"33"	"Coachella Valley Unified"	"73676"	"1.31693e+008"	"16244.2"	8107.11	"Unified"	2005
"7354"	"33"	"Lake Elsinore Unified"	"75176"	"1.34649e+008"	"19870.3"	6776.42	"Unified"	2005
"7355"	"33"	"Temecula Valley Unified"	"75192"	"1.65646e+008"	"26064.5"	6355.22	"Unified"	2005
"7356"	"33"	"Murrieta Valley Unified"	"75200"	"1.26794e+008"	"19476.9"	6510	"Unified"	2005
"7357"	"33"	"Val Verde Unified"	"75242"	"1.14482e+008"	"17190.6"	6659.6	"Unified"	2005
"7358"	"34"	"Arcohe Union Elementary"	"67280"	"3.38075e+006"	"549.347"	6154.12	"Elementary"	2005
"7359"	"34"	"Del Paso Heights Elementary"	"67306"	"1.63457e+007"	"1785.55"	9154.44	"Elementary"	2005
"7360"	"34"	"Elk Grove Unified"	"67314"	"4.1502e+008"	"58532.2"	7090.45	"Unified"	2005
"7361"	"34"	"Elverta Joint Elementary"	"67322"	"2.22754e+006"	"318.28"	6998.68	"Elementary"	2005
"7362"	"34"	"Folsom-Cordova Unified"	"67330"	"1.19811e+008"	"17865.6"	6706.24	"Unified"	2005
"7363"	"34"	"Galt Joint Union Elementary"	"67348"	"2.92422e+007"	"4281.45"	6829.97	"Elementary"	2005
"7364"	"34"	"Galt Joint Union High"	"67355"	"1.57287e+007"	"2180.94"	7211.88	"High School"	2005
"7365"	"34"	"Grant Joint Union High"	"67363"	"9.99934e+007"	"11901"	8402.09	"High School"	2005
"7366"	"34"	"North Sacramento Elementary"	"67397"	"4.00798e+007"	"4768.52"	8405.08	"Elementary"	2005
"7367"	"34"	"Rio Linda Union Elementary"	"67405"	"7.05376e+007"	"9767.03"	7222.01	"Elementary"	2005
"7368"	"34"	"River Delta Joint Unified"	"67413"	"1.71143e+007"	"2227.12"	7684.5	"Unified"	2005
"7369"	"34"	"Robla Elementary"	"67421"	"1.6278e+007"	"2013.35"	8085.05	"Elementary"	2005
"7370"	"34"	"Sacramento City Unified"	"67439"	"3.6097e+008"	"45198.3"	7986.37	"Unified"	2005
"7371"	"34"	"San Juan Unified"	"67447"	"3.11936e+008"	"44884.6"	6949.72	"Unified"	2005
"7372"	"34"	"Center Joint Unified"	"73973"	"3.6672e+007"	"5496.66"	6671.68	"Unified"	2005
"7373"	"34"	"Natomas Unified"	"75283"	"5.8815e+007"	"8629.44"	6815.62	"Unified"	2005
"7374"	"35"	"Bitterwater-Tully Union Elementary"	"67454"	"298627"	"27.26"	10954.8	"Elementary"	2005
"7375"	"35"	"Cienega Union Elementary"	"67462"	"238203"	"31.88"	7471.86	"Elementary"	2005
"7376"	"35"	"Hollister Elementary"	"67470"	"3.92929e+007"	"5875.49"	6687.59	"Elementary"	2005
"7377"	"35"	"Jefferson Elementary"	"67488"	"122000"	"17.26"	7068.38	"Elementary"	2005
"7378"	"35"	"North County Joint Union Elementary"	"67504"	"3.69709e+006"	"529.907"	6976.86	"Elementary"	2005
"7379"	"35"	"Panoche Elementary"	"67520"	"118894"	"4.12"	28857.7	"Elementary"	2005
"7380"	"35"	"San Benito High"	"67538"	"2.26193e+007"	"3006.02"	7524.65	"High School"	2005
"7381"	"35"	"Southside Elementary"	"67553"	"1.42656e+006"	"241.067"	5917.67	"Elementary"	2005
"7382"	"35"	"Tres Pinos Union Elementary"	"67561"	"849204"	"126.63"	6706.18	"Elementary"	2005
"7383"	"35"	"Willow Grove Union Elementary"	"67579"	"262068"	"32.09"	8166.65	"Elementary"	2005
"7384"	"35"	"Aromas/San Juan Unified"	"75259"	"9.66844e+006"	"1218.97"	7931.65	"Unified"	2005
"7385"	"36"	"Adelanto Elementary"	"67587"	"4.62792e+007"	"7632.86"	6063.16	"Elementary"	2005
"7386"	"36"	"Alta Loma Elementary"	"67595"	"4.57748e+007"	"6910.01"	6624.42	"Elementary"	2005
"7387"	"36"	"Barstow Unified"	"67611"	"4.75802e+007"	"6765.23"	7033.04	"Unified"	2005
"7388"	"36"	"Bear Valley Unified"	"67637"	"2.18029e+007"	"3060.96"	7122.88	"Unified"	2005
"7389"	"36"	"Central Elementary"	"67645"	"3.03881e+007"	"4875.42"	6232.93	"Elementary"	2005
"7390"	"36"	"Chaffey Union High"	"67652"	"1.6671e+008"	"23738.9"	7022.65	"High School"	2005
"7391"	"36"	"Chino Valley Unified"	"67678"	"2.06569e+008"	"32815.7"	6294.82	"Unified"	2005
"7392"	"36"	"Colton Joint Unified"	"67686"	"1.5723e+008"	"23565.2"	6672.1	"Unified"	2005
"7393"	"36"	"Cucamonga Elementary"	"67694"	"1.74653e+007"	"2697.34"	6474.99	"Elementary"	2005
"7394"	"36"	"Etiwanda Elementary"	"67702"	"6.93273e+007"	"11881.4"	5834.92	"Elementary"	2005
"7395"	"36"	"Fontana Unified"	"67710"	"2.94297e+008"	"40491.9"	7268.06	"Unified"	2005
"7396"	"36"	"Helendale Elementary"	"67736"	"3.91092e+006"	"640.484"	6106.2	"Elementary"	2005
"7397"	"36"	"Morongo Unified"	"67777"	"6.93016e+007"	"9039.1"	7666.88	"Unified"	2005
"7398"	"36"	"Mountain View Elementary"	"67785"	"2.02877e+007"	"3184.79"	6370.18	"Elementary"	2005
"7399"	"36"	"Mt. Baldy Joint Elementary"	"67793"	"782274"	"80.89"	9670.84	"Elementary"	2005
"7400"	"36"	"Needles Unified"	"67801"	"9.65742e+006"	"1037.2"	9311.06	"Unified"	2005
"7401"	"36"	"Ontario-Montclair Elementary"	"67819"	"1.76839e+008"	"24972.3"	7081.43	"Elementary"	2005
"7402"	"36"	"Oro Grande Elementary"	"67827"	"1.00554e+006"	"110.621"	9089.93	"Elementary"	2005
"7403"	"36"	"Redlands Unified"	"67843"	"1.39855e+008"	"20496.3"	6823.44	"Unified"	2005
"7404"	"36"	"Rialto Unified"	"67850"	"2.09042e+008"	"28490.2"	7337.31	"Unified"	2005
"7405"	"36"	"Rim of The World Unified"	"67868"	"3.76238e+007"	"5228.53"	7195.86	"Unified"	2005
"7406"	"36"	"San Bernardino City Unified"	"67876"	"4.5642e+008"	"53891.4"	8469.25	"Unified"	2005
"7407"	"36"	"Trona Joint Unified"	"67892"	"3.52352e+006"	"327.794"	10749.2	"Unified"	2005
"7408"	"36"	"Victor Elementary"	"67918"	"6.90919e+007"	"11014.1"	6273.07	"Elementary"	2005
"7409"	"36"	"Victor Valley Union High"	"67934"	"6.61217e+007"	"9267.29"	7134.96	"High School"	2005
"7410"	"36"	"Yucaipa-Calimesa Joint Unified"	"67959"	"6.17492e+007"	"9601.07"	6431.49	"Unified"	2005
"7411"	"36"	"Baker Valley Unified"	"73858"	"2.48806e+006"	"185.526"	13410.9	"Unified"	2005
"7412"	"36"	"Silver Valley Unified"	"73890"	"2.24508e+007"	"2406.1"	9330.78	"Unified"	2005
"7413"	"36"	"Snowline Joint Unified"	"73957"	"5.31696e+007"	"8125.01"	6543.94	"Unified"	2005
"7414"	"36"	"Hesperia Unified"	"75044"	"1.23189e+008"	"18901.9"	6517.3	"Unified"	2005
"7415"	"36"	"Lucerne Valley Unified"	"75051"	"7.94721e+006"	"963.501"	8248.26	"Unified"	2005
"7416"	"36"	"Upland Unified"	"75069"	"7.54027e+007"	"11935.7"	6317.4	"Unified"	2005
"7417"	"36"	"Apple Valley Unified"	"75077"	"9.49126e+007"	"14203.5"	6682.34	"Unified"	2005
"7418"	"37"	"Alpine Union Elementary"	"67967"	"1.67148e+007"	"2254.43"	7414.19	"Elementary"	2005
"7419"	"37"	"Bonsall Union Elementary"	"67975"	"1.18788e+007"	"1628.03"	7296.43	"Elementary"	2005
"7420"	"37"	"Borrego Springs Unified"	"67983"	"4.75591e+006"	"500.431"	9503.62	"Unified"	2005
"7421"	"37"	"Cajon Valley Union Elementary"	"67991"	"1.19433e+008"	"16155.2"	7392.85	"Elementary"	2005
"7422"	"37"	"Cardiff Elementary"	"68007"	"6.3149e+006"	"718.866"	8784.53	"Elementary"	2005
"7423"	"37"	"Chula Vista Elementary"	"68023"	"1.59167e+008"	"21263.1"	7485.6	"Elementary"	2005
"7424"	"37"	"Coronado Unified"	"68031"	"2.19714e+007"	"2844.72"	7723.59	"Unified"	2005
"7425"	"37"	"Dehesa Elementary"	"68049"	"1.86079e+006"	"192.476"	9667.67	"Elementary"	2005
"7426"	"37"	"Del Mar Union Elementary"	"68056"	"3.03235e+007"	"3619.1"	8378.75	"Elementary"	2005
"7427"	"37"	"Encinitas Union Elementary"	"68080"	"4.01446e+007"	"5524.58"	7266.54	"Elementary"	2005
"7428"	"37"	"Escondido Union Elementary"	"68098"	"1.28871e+008"	"18427"	6993.59	"Elementary"	2005
"7429"	"37"	"Escondido Union High"	"68106"	"5.59706e+007"	"7846.53"	7133.17	"High School"	2005
"7430"	"37"	"Fallbrook Union Elementary"	"68114"	"4.41057e+007"	"5617.39"	7851.63	"Elementary"	2005
"7431"	"37"	"Fallbrook Union High"	"68122"	"2.47143e+007"	"2897.95"	8528.2	"High School"	2005
"7432"	"37"	"Grossmont Union High"	"68130"	"1.60011e+008"	"22030.3"	7263.2	"High School"	2005
"7433"	"37"	"Jamul-Dulzura Union Elementary"	"68155"	"8.07547e+006"	"1067.62"	7564	"Elementary"	2005
"7434"	"37"	"Julian Union Elementary"	"68163"	"4.56874e+006"	"391.714"	11663.5	"Elementary"	2005
"7435"	"37"	"Julian Union High"	"68171"	"3.85916e+006"	"219.624"	17571.7	"High School"	2005
"7436"	"37"	"Lakeside Union Elementary"	"68189"	"3.28396e+007"	"3982.99"	8244.95	"Elementary"	2005
"7437"	"37"	"La Mesa-Spring Valley"	"68197"	"9.37302e+007"	"13309.3"	7042.45	"Elementary"	2005
"7438"	"37"	"Lemon Grove Elementary"	"68205"	"3.04756e+007"	"4098.51"	7435.78	"Elementary"	2005
"7439"	"37"	"Mountain Empire Unified"	"68213"	"1.34983e+007"	"1622.77"	8318.08	"Unified"	2005
"7440"	"37"	"National Elementary"	"68221"	"4.51691e+007"	"5920.42"	7629.38	"Elementary"	2005
"7441"	"37"	"Poway Unified"	"68296"	"2.22829e+008"	"32092.8"	6943.26	"Unified"	2005
"7442"	"37"	"Ramona City Unified"	"68304"	"5.01711e+007"	"6710.93"	7476.03	"Unified"	2005
"7443"	"37"	"Rancho Santa Fe Elementary"	"68312"	"7.63191e+006"	"795.84"	9589.75	"Elementary"	2005
"7444"	"37"	"San Diego City Unified"	"68338"	"1.0313e+009"	"114826"	8981.44	"Unified"	2005
"7445"	"37"	"San Dieguito Union High"	"68346"	"8.91191e+007"	"12024"	7411.77	"High School"	2005
"7446"	"37"	"San Pasqual Union Elementary"	"68353"	"3.93983e+006"	"568.51"	6930.1	"Elementary"	2005
"7447"	"37"	"Santee Elementary"	"68361"	"4.6606e+007"	"6318.57"	7376.04	"Elementary"	2005
"7448"	"37"	"San Ysidro Elementary"	"68379"	"3.86182e+007"	"4890.01"	7897.36	"Elementary"	2005
"7449"	"37"	"Solana Beach Elementary"	"68387"	"2.51022e+007"	"2683.14"	9355.53	"Elementary"	2005
"7450"	"37"	"South Bay Union Elementary"	"68395"	"6.26917e+007"	"8199.19"	7646.09	"Elementary"	2005
"7451"	"37"	"Spencer Valley Elementary"	"68403"	"522463"	"25.8329"	20224.7	"Elementary"	2005
"7452"	"37"	"Sweetwater Union High"	"68411"	"3.08839e+008"	"40157.9"	7690.62	"High School"	2005
"7453"	"37"	"Vallecitos Elementary"	"68437"	"1.91527e+006"	"250.457"	7647.09	"Elementary"	2005
"7454"	"37"	"Vista Unified"	"68452"	"1.6933e+008"	"23313.5"	7263.2	"Unified"	2005
"7455"	"37"	"Carlsbad Unified"	"73551"	"6.95108e+007"	"10177.9"	6829.61	"Unified"	2005
"7456"	"37"	"Oceanside City Unified"	"73569"	"1.49697e+008"	"19603.4"	7636.31	"Unified"	2005
"7457"	"37"	"San Marcos Unified"	"73791"	"1.03593e+008"	"15663.2"	6613.79	"Unified"	2005
"7458"	"37"	"Warner Unified"	"75416"	"2.88719e+006"	"236.556"	12205.1	"Unified"	2005
"7459"	"37"	"Valley Center-Pauma Unified"	"75614"	"3.46329e+007"	"4427.06"	7823	"Unified"	2005
"7460"	"38"	"San Francisco Unified"	"68478"	"3.81397e+008"	"50232.8"	7592.6	"Unified"	2005
"7461"	"39"	"Banta Elementary"	"68486"	"2.11503e+006"	"283.74"	7454.11	"Elementary"	2005
"7462"	"39"	"Escalon Unified"	"68502"	"2.07445e+007"	"3122.67"	6643.18	"Unified"	2005
"7463"	"39"	"Holt Union Elementary"	"68536"	"1.09743e+006"	"134.627"	8151.6	"Elementary"	2005
"7464"	"39"	"Jefferson Elementary"	"68544"	"1.30256e+007"	"2268.84"	5741.07	"Elementary"	2005
"7465"	"39"	"Lammersville Elementary"	"68551"	"4.7047e+006"	"782.504"	6012.36	"Elementary"	2005
"7466"	"39"	"Lincoln Unified"	"68569"	"5.79032e+007"	"8230.3"	7035.38	"Unified"	2005
"7467"	"39"	"Linden Unified"	"68577"	"1.68122e+007"	"2516.69"	6680.3	"Unified"	2005
"7468"	"39"	"Lodi Unified"	"68585"	"2.02279e+008"	"28118"	7193.91	"Unified"	2005
"7469"	"39"	"Manteca Unified"	"68593"	"1.44016e+008"	"22883.9"	6293.33	"Unified"	2005
"7470"	"39"	"New Hope Elementary"	"68619"	"1.79811e+006"	"209.34"	8589.43	"Elementary"	2005
"7471"	"39"	"New Jerusalem Elementary"	"68627"	"1.38773e+006"	"219.051"	6335.2	"Elementary"	2005
"7472"	"39"	"Oak View Union Elementary"	"68635"	"2.4865e+006"	"328.94"	7559.13	"Elementary"	2005
"7473"	"39"	"Ripon Unified"	"68650"	"1.85622e+007"	"2864.72"	6479.58	"Unified"	2005
"7474"	"39"	"Stockton Unified"	"68676"	"2.81402e+008"	"35900.9"	7838.32	"Unified"	2005
"7475"	"39"	"Tracy Joint Unified"	"75499"	"1.04817e+008"	"15769"	6647.03	"Unified"	2005
"7476"	"40"	"Atascadero Unified"	"68700"	"3.32776e+007"	"4890.24"	6804.9	"Unified"	2005
"7477"	"40"	"Cayucos Elementary"	"68726"	"1.77823e+006"	"190.247"	9346.96	"Elementary"	2005
"7478"	"40"	"Lucia Mar Unified"	"68759"	"6.69411e+007"	"10439.1"	6412.5	"Unified"	2005
"7479"	"40"	"Pleasant Valley Joint Union Elementary"	"68791"	"996140"	"141.879"	7021.07	"Elementary"	2005
"7480"	"40"	"San Luis Coastal Unified"	"68809"	"5.7585e+007"	"7015.24"	8208.56	"Unified"	2005
"7481"	"40"	"San Miguel Joint Union Elementary"	"68825"	"3.52174e+006"	"456.284"	7718.3	"Elementary"	2005
"7482"	"40"	"Shandon Joint Unified"	"68833"	"3.50934e+006"	"358.3"	9794.42	"Unified"	2005
"7483"	"40"	"Templeton Unified"	"68841"	"1.63796e+007"	"2497.58"	6558.18	"Unified"	2005
"7484"	"40"	"Paso Robles Joint Unified"	"75457"	"4.8576e+007"	"6517.7"	7452.93	"Unified"	2005
"7485"	"40"	"Coast Unified"	"75465"	"8.23188e+006"	"852.221"	9659.32	"Unified"	2005
"7486"	"41"	"Bayshore Elementary"	"68858"	"3.02638e+006"	"401.493"	7537.82	"Elementary"	2005
"7487"	"41"	"Belmont-Redwood Shores Elementary"	"68866"	"2.15332e+007"	"2304.2"	9345.18	"Elementary"	2005
"7488"	"41"	"Brisbane Elementary"	"68874"	"4.67436e+006"	"575.157"	8127.1	"Elementary"	2005
"7489"	"41"	"Burlingame Elementary"	"68882"	"1.68563e+007"	"2296.37"	7340.44	"Elementary"	2005
"7490"	"41"	"Cabrillo Unified"	"68890"	"2.44032e+007"	"3493.61"	6985.09	"Unified"	2005
"7491"	"41"	"Hillsborough City Elementary"	"68908"	"1.67935e+007"	"1383.35"	12139.8	"Elementary"	2005
"7492"	"41"	"Jefferson Elementary"	"68916"	"3.95711e+007"	"5979.96"	6617.29	"Elementary"	2005
"7493"	"41"	"Jefferson Union High"	"68924"	"3.68741e+007"	"5202.5"	7087.78	"High School"	2005
"7494"	"41"	"Pacifica School District"	"68932"	"1.95247e+007"	"3017.52"	6470.44	"Elementary"	2005
"7495"	"41"	"La Honda-Pescadero Unified"	"68940"	"3.64142e+006"	"390.937"	9314.59	"Unified"	2005
"7496"	"41"	"Las Lomitas Elementary"	"68957"	"1.3123e+007"	"1022.59"	12833.1	"Elementary"	2005
"7497"	"41"	"Menlo Park City Elementary"	"68965"	"2.18938e+007"	"2087.19"	10489.6	"Elementary"	2005
"7498"	"41"	"Millbrae Elementary"	"68973"	"1.38748e+007"	"2087.36"	6647.06	"Elementary"	2005
"7499"	"41"	"Portola Valley Elementary"	"68981"	"9.46585e+006"	"646.63"	14638.7	"Elementary"	2005
"7500"	"41"	"Ravenswood City Elementary"	"68999"	"3.2701e+007"	"2932.04"	11153	"Elementary"	2005
"7501"	"41"	"Redwood City Elementary"	"69005"	"6.26007e+007"	"7761.56"	8065.48	"Elementary"	2005
"7502"	"41"	"San Bruno Park Elementary"	"69013"	"1.6796e+007"	"2603.36"	6451.66	"Elementary"	2005
"7503"	"41"	"San Carlos Elementary"	"69021"	"1.75313e+007"	"2360.47"	7427.04	"Elementary"	2005
"7504"	"41"	"San Mateo-Foster City Elementary"	"69039"	"70735634"	"9703.34"	7289.82	"Elementary"	2005
"7505"	"41"	"San Mateo Union High"	"69047"	"8.39475e+007"	"8328.55"	10079.5	"High School"	2005
"7506"	"41"	"Sequoia Union High"	"69062"	"7.83202e+007"	"7582.84"	10328.6	"High School"	2005
"7507"	"41"	"South San Francisco Unified"	"69070"	"5.71087e+007"	"9059.67"	6303.62	"Unified"	2005
"7508"	"41"	"Woodside Elementary"	"69088"	"6.25797e+006"	"410.58"	15241.8	"Elementary"	2005
"7509"	"42"	"Ballard Elementary"	"69104"	"976002"	"109.71"	8896.2	"Elementary"	2005
"7510"	"42"	"Blochman Union Elementary"	"69112"	"707442"	"85.4357"	8280.4	"Elementary"	2005
"7511"	"42"	"Santa Maria-Bonita Elementary"	"69120"	"9.00425e+007"	"12589.7"	7152.09	"Elementary"	2005
"7512"	"42"	"Buellton Union Elementary"	"69138"	"5.87415e+006"	"706.027"	8320.01	"Elementary"	2005
"7513"	"42"	"Carpinteria Unified"	"69146"	"1.88932e+007"	"2693.19"	7015.16	"Unified"	2005
"7514"	"42"	"Casmalia Elementary"	"69153"	"272329"	"21.48"	12678.3	"Elementary"	2005
"7515"	"42"	"Cold Spring Elementary"	"69161"	"2.54253e+006"	"186.501"	13632.8	"Elementary"	2005
"7516"	"42"	"College Elementary"	"69179"	"2.76247e+006"	"274.066"	10079.6	"Elementary"	2005
"7517"	"42"	"Goleta Union Elementary"	"69195"	"3.03442e+007"	"3533.07"	8588.63	"Elementary"	2005
"7518"	"42"	"Guadalupe Union Elementary"	"69203"	"8.65528e+006"	"1095.87"	7898.06	"Elementary"	2005
"7519"	"42"	"Hope Elementary"	"69211"	"9.3073e+006"	"1354.42"	6871.8	"Elementary"	2005
"7520"	"42"	"Lompoc Unified"	"69229"	"7.64687e+007"	"10529.9"	7262.08	"Unified"	2005
"7521"	"42"	"Los Alamos Elementary"	"69237"	"1.41582e+006"	"234.924"	6026.71	"Elementary"	2005
"7522"	"42"	"Los Olivos Elementary"	"69245"	"1.5506e+006"	"261.736"	5924.28	"Elementary"	2005
"7523"	"42"	"Montecito Union Elementary"	"69252"	"6.10303e+006"	"416.12"	14666.5	"Elementary"	2005
"7524"	"42"	"Orcutt Union Elementary"	"69260"	"3.09314e+007"	"4633.75"	6675.25	"Elementary"	2005
"7525"	"42"	"Santa Maria Joint Union High"	"69310"	"5.0757e+007"	"6990.33"	7261.03	"High School"	2005
"7526"	"42"	"Santa Ynez Valley Union High"	"69328"	"9.336e+006"	"1129.18"	8267.93	"High School"	2005
"7527"	"42"	"Solvang Elementary"	"69336"	"3.66975e+006"	"570.907"	6427.93	"Elementary"	2005
"7528"	"42"	"Vista Del Mar Union Elementary"	"69344"	"1.47901e+006"	"80.53"	18365.9	"Elementary"	2005
"7529"	"42"	"Cuyama Joint Unified"	"75010"	"3.33966e+006"	"330.816"	10095.2	"Unified"	2005
"7530"	"42"	"Santa Barbara School Districts"	"76406"	"1.10288e+008"	"14478.9"	7617.14	"Common Admin"	2005
"7531"	"43"	"Alum Rock Union Elementary"	"69369"	"9.79808e+007"	"13016.6"	7527.38	"Elementary"	2005
"7532"	"43"	"Berryessa Union Elementary"	"69377"	"5.34536e+007"	"8322.27"	6422.96	"Elementary"	2005
"7533"	"43"	"Cambrian Elementary"	"69385"	"2.02238e+007"	"3011.75"	6714.97	"Elementary"	2005
"7534"	"43"	"Campbell Union Elementary"	"69393"	"5.10443e+007"	"7123.45"	7165.67	"Elementary"	2005
"7535"	"43"	"Campbell Union High"	"69401"	"5.57088e+007"	"7453.26"	7474.42	"High School"	2005
"7536"	"43"	"Cupertino Union Elementary"	"69419"	"1.10064e+008"	"16449.3"	6691.13	"Elementary"	2005
"7537"	"43"	"East Side Union High"	"69427"	"1.84609e+008"	"24503.9"	7533.86	"High School"	2005
"7538"	"43"	"Evergreen Elementary"	"69435"	"8.40892e+007"	"13257"	6343	"Elementary"	2005
"7539"	"43"	"Franklin-McKinley Elementary"	"69450"	"6.93432e+007"	"9421.01"	7360.49	"Elementary"	2005
"7540"	"43"	"Fremont Union High"	"69468"	"7.74227e+007"	"9918.53"	7805.87	"High School"	2005
"7541"	"43"	"Gilroy Unified"	"69484"	"6.77163e+007"	"9543.92"	7095.23	"Unified"	2005
"7542"	"43"	"Lakeside Joint Elementary"	"69492"	"1.15641e+006"	"77.36"	14948.4	"Elementary"	2005
"7543"	"43"	"Loma Prieta Joint Union Elementary"	"69500"	"4.25971e+006"	"462.28"	9214.56	"Elementary"	2005
"7544"	"43"	"Los Altos Elementary"	"69518"	"3.43106e+007"	"4016.11"	8543.25	"Elementary"	2005
"7545"	"43"	"Los Gatos Union Elementary"	"69526"	"2.14733e+007"	"2547.28"	8429.88	"Elementary"	2005
"7546"	"43"	"Los Gatos-Saratoga Joint Union High"	"69534"	"2.92614e+007"	"3045.99"	9606.53	"High School"	2005
"7547"	"43"	"Luther Burbank Elementary"	"69542"	"3.75873e+006"	"514.523"	7305.28	"Elementary"	2005
"7548"	"43"	"Montebello Elementary"	"69567"	"408997"	"33.96"	12043.5	"Elementary"	2005
"7549"	"43"	"Moreland Elementary"	"69575"	"2.99396e+007"	"4084.63"	7329.83	"Elementary"	2005
"7550"	"43"	"Morgan Hill Unified"	"69583"	"5.68466e+007"	"8499.73"	6688.05	"Unified"	2005
"7551"	"43"	"Mountain View-Whisman Elementary"	"69591"	"33282564"	"4221.66"	7883.77	"Elementary"	2005
"7552"	"43"	"Mountain View-Los Altos Union High"	"69609"	"3.82721e+007"	"3571.69"	10715.4	"High School"	2005
"7553"	"43"	"Mt. Pleasant Elementary"	"69617"	"2.04598e+007"	"2895.88"	7065.13	"Elementary"	2005
"7554"	"43"	"Oak Grove Elementary"	"69625"	"8.02462e+007"	"11540.6"	6953.39	"Elementary"	2005
"7555"	"43"	"Orchard Elementary"	"69633"	"5.5647e+006"	"787.483"	7066.44	"Elementary"	2005
"7556"	"43"	"Palo Alto Unified"	"69641"	"1.24367e+008"	"10431.2"	11922.6	"Unified"	2005
"7557"	"43"	"San Jose Unified"	"69666"	"2.43801e+008"	"29854"	8166.46	"Unified"	2005
"7558"	"43"	"Santa Clara Unified"	"69674"	"1.04872e+008"	"13731.8"	7637.14	"Unified"	2005
"7559"	"43"	"Saratoga Union Elementary"	"69682"	"1.84224e+007"	"2342.16"	7865.55	"Elementary"	2005
"7560"	"43"	"Sunnyvale Elementary"	"69690"	"4.60899e+007"	"5904.2"	7806.3	"Elementary"	2005
"7561"	"43"	"Union Elementary"	"69708"	"3.02451e+007"	"4304.53"	7026.33	"Elementary"	2005
"7562"	"43"	"Milpitas Unified"	"73387"	"6.10902e+007"	"9697.67"	6299.47	"Unified"	2005
"7563"	"44"	"Santa Cruz City Elementary/High"	"40261"	"5.32319e+007"	"6711.75"	7931.15	"Common Admin"	2005
"7564"	"44"	"Bonny Doon Union Elementary"	"69732"	"1.25923e+006"	"110.68"	11377.2	"Elementary"	2005
"7565"	"44"	"Happy Valley Elementary"	"69757"	"1.25237e+006"	"135.12"	9268.61	"Elementary"	2005
"7566"	"44"	"Live Oak Elementary"	"69765"	"1.47299e+007"	"1917.29"	7682.68	"Elementary"	2005
"7567"	"44"	"Mountain Elementary"	"69773"	"1.11253e+006"	"152.303"	7304.7	"Elementary"	2005
"7568"	"44"	"Pacific Elementary"	"69781"	"969776"	"95.59"	10145.2	"Elementary"	2005
"7569"	"44"	"Pajaro Valley Unified"	"69799"	"1.55388e+008"	"18121.3"	8574.88	"Unified"	2005
"7570"	"44"	"San Lorenzo Valley Unified"	"69807"	"1.92086e+007"	"2601.29"	7384.25	"Unified"	2005
"7571"	"44"	"Soquel Elementary"	"69849"	"13008646"	"1733.14"	7505.81	"Elementary"	2005
"7572"	"44"	"Scotts Valley Unified"	"75432"	"1.77021e+007"	"2660.88"	6652.72	"Unified"	2005
"7573"	"45"	"Anderson Union High"	"69856"	"1.5121e+007"	"1986.33"	7612.54	"High School"	2005
"7574"	"45"	"Bella Vista Elementary"	"69872"	"2.95148e+006"	"391.901"	7531.17	"Elementary"	2005
"7575"	"45"	"Black Butte Union Elementary"	"69880"	"2.67993e+006"	"310.176"	8640.03	"Elementary"	2005
"7576"	"45"	"Cascade Union Elementary"	"69914"	"1.31402e+007"	"1486.28"	8841	"Elementary"	2005
"7577"	"45"	"Castle Rock Union Elementary"	"69922"	"685664"	"70.7386"	9692.93	"Elementary"	2005
"7578"	"45"	"Columbia Elementary"	"69948"	"6.91416e+006"	"1001.83"	6901.53	"Elementary"	2005
"7579"	"45"	"Cottonwood Union Elementary"	"69955"	"8.44735e+006"	"1152.04"	7332.52	"Elementary"	2005
"7580"	"45"	"Enterprise Elementary"	"69971"	"2.4816e+007"	"3344.26"	7420.48	"Elementary"	2005
"7581"	"45"	"Fall River Joint Unified"	"69989"	"1.11703e+007"	"1193.9"	9356.18	"Unified"	2005
"7582"	"45"	"French Gulch-Whiskeytown Elementary"	"69997"	"353600"	"31.5457"	11209.1	"Elementary"	2005
"7583"	"45"	"Grant Elementary"	"70003"	"4.1621e+006"	"582.961"	7139.59	"Elementary"	2005
"7584"	"45"	"Happy Valley Union Elementary"	"70011"	"4.38519e+006"	"539.856"	8122.89	"Elementary"	2005
"7585"	"45"	"Igo, Ono, Platina Union Elementary"	"70029"	"1.04514e+006"	"117.279"	8911.64	"Elementary"	2005
"7586"	"45"	"Indian Springs Elementary"	"70037"	"445610"	"16.78"	26556	"Elementary"	2005
"7587"	"45"	"Junction Elementary"	"70045"	"2.85973e+006"	"397.973"	7185.75	"Elementary"	2005
"7588"	"45"	"Millville Elementary"	"70052"	"1.58665e+006"	"217.5"	7294.95	"Elementary"	2005
"7589"	"45"	"North Cow Creek Elementary"	"70078"	"1.94253e+006"	"295.391"	6576.13	"Elementary"	2005
"7590"	"45"	"Oak Run Elementary"	"70086"	"572862"	"59.21"	9675.08	"Elementary"	2005
"7591"	"45"	"Pacheco Union Elementary"	"70094"	"5.05647e+006"	"698.719"	7236.77	"Elementary"	2005
"7592"	"45"	"Redding Elementary"	"70110"	"2.36756e+007"	"3272.45"	7234.84	"Elementary"	2005
