"CO"	"DISTRICT"	"LEA ID"	"EXPENDITURES"	"CURRENT EXPENSE ADA"	"CURRENT EXPENSE PER ADA"	"LEA TYPE"	"YEAR"
"4152"	"16"	"Kings River-Hardwick Union Elementary"	"63941"	"3.22852e+006"	"610.72"	5286.42	"Elementary"	2002
"4153"	"16"	"Kit Carson Union Elementary"	"63958"	"2.73493e+006"	"462"	5919.77	"Elementary"	2002
"4154"	"16"	"Lakeside Union Elementary"	"63966"	"3.0514e+006"	"441.36"	6913.62	"Elementary"	2002
"4155"	"16"	"Lemoore Union Elementary"	"63974"	"1.77175e+007"	"3088.97"	5735.72	"Elementary"	2002
"4156"	"16"	"Lemoore Union High"	"63982"	"1.38325e+007"	"2039.26"	6783.1	"High School"	2002
"4157"	"16"	"Pioneer Union Elementary"	"63990"	"6.66292e+006"	"1154.7"	5770.26	"Elementary"	2002
"4158"	"16"	"Reef-Sunset Unified"	"73932"	"1.63552e+007"	"2364.63"	6916.62	"Unified"	2002
"4159"	"17"	"Kelseyville Unified"	"64014"	"1.32873e+007"	"1900.19"	6992.62	"Unified"	2002
"4160"	"17"	"Konocti Unified"	"64022"	"2.30208e+007"	"3099.44"	7427.41	"Unified"	2002
"4161"	"17"	"Lakeport Unified"	"64030"	"1.20586e+007"	"1784.18"	6758.64	"Unified"	2002
"4162"	"17"	"Lucerne Elementary"	"64048"	"2.12904e+006"	"287.52"	7404.83	"Elementary"	2002
"4163"	"17"	"Middletown Unified"	"64055"	"1.08899e+007"	"1704.08"	6390.47	"Unified"	2002
"4164"	"17"	"Upper Lake Union Elementary"	"64063"	"4.3702e+006"	"605.88"	7212.99	"Elementary"	2002
"4165"	"17"	"Upper Lake Union High"	"64071"	"3.25191e+006"	"348.36"	9334.9	"High School"	2002
"4166"	"18"	"Big Valley Joint Unified"	"64089"	"2.76651e+006"	"293.34"	9431.09	"Unified"	2002
"4167"	"18"	"Janesville Union Elementary"	"64105"	"2.87805e+006"	"439.45"	6549.21	"Elementary"	2002
"4168"	"18"	"Johnstonville Elementary"	"64113"	"1.6034e+006"	"268.7"	5967.26	"Elementary"	2002
"4169"	"18"	"Lassen Union High"	"64139"	"8.36606e+006"	"1044.36"	8010.7	"High School"	2002
"4170"	"18"	"Ravendale Elementary"	"64162"	"190673"	"15.9"	11992	"Elementary"	2002
"4171"	"18"	"Richmond Elementary"	"64170"	"1.23681e+006"	"219.94"	5623.4	"Elementary"	2002
"4172"	"18"	"Shaffer Union Elementary"	"64188"	"2.16476e+006"	"370.25"	5846.74	"Elementary"	2002
"4173"	"18"	"Susanville Elementary"	"64196"	"8.95594e+006"	"1268.64"	7059.48	"Elementary"	2002
"4174"	"18"	"Westwood Unified"	"64204"	"3.84064e+006"	"1566.31"	2452.03	"Unified"	2002
"4175"	"18"	"Fort Sage Unified"	"75036"	"2.7833e+006"	"418.93"	6643.83	"Unified"	2002
"4176"	"19"	"Alhambra City Elementary/High"	"40725"	"1.35025e+008"	"19736.8"	6841.3	"Common Administration"	2002
"4177"	"19"	"Abc Unified"	"64212"	"1.45447e+008"	"22387.9"	6496.68	"Unified"	2002
"4178"	"19"	"Antelope Valley Union High"	"64246"	"1.25724e+008"	"20103.9"	6253.7	"High School"	2002
"4179"	"19"	"Arcadia Unified"	"64261"	"5.78048e+007"	"9927.63"	5822.61	"Unified"	2002
"4180"	"19"	"Azusa Unified"	"64279"	"8.09469e+007"	"12037.3"	6724.69	"Unified"	2002
"4181"	"19"	"Baldwin Park Unified"	"64287"	"1.18909e+008"	"18428.6"	6452.42	"Unified"	2002
"4182"	"19"	"Bassett Unified"	"64295"	"3.80581e+007"	"6002.88"	6339.98	"Unified"	2002
"4183"	"19"	"Bellflower Unified"	"64303"	"9.4289e+007"	"15262.7"	6177.75	"Unified"	2002
"4184"	"19"	"Beverly Hills Unified"	"64311"	"4.38725e+007"	"5168.69"	8488.14	"Unified"	2002
"4185"	"19"	"Bonita Unified"	"64329"	"6.94579e+007"	"10284.8"	6753.45	"Unified"	2002
"4186"	"19"	"Burbank Unified"	"64337"	"9.87651e+007"	"16012.3"	6168.08	"Unified"	2002
"4187"	"19"	"Castaic Union Elementary"	"64345"	"1.90606e+007"	"3402.21"	5602.41	"Elementary"	2002
"4188"	"19"	"Centinela Valley Union High"	"64352"	"4.74712e+007"	"6972.5"	6808.35	"High School"	2002
"4189"	"19"	"Charter Oak Unified"	"64378"	"4.33781e+007"	"7049.86"	6153.04	"Unified"	2002
"4190"	"19"	"Claremont Unified"	"64394"	"4.43455e+007"	"6782.81"	6537.92	"Unified"	2002
"4191"	"19"	"Covina-Valley Unified"	"64436"	"9.40389e+007"	"14558.3"	6459.46	"Unified"	2002
"4192"	"19"	"Culver City Unified"	"64444"	"4.35045e+007"	"6501.22"	6691.75	"Unified"	2002
"4193"	"19"	"Downey Unified"	"64451"	"1.29828e+008"	"21860.3"	5938.99	"Unified"	2002
"4194"	"19"	"Duarte Unified"	"64469"	"2.74065e+007"	"4630.93"	5918.14	"Unified"	2002
"4195"	"19"	"Eastside Union Elementary"	"64477"	"1.61523e+007"	"2506.22"	6444.88	"Elementary"	2002
"4196"	"19"	"East Whittier City Elementary"	"64485"	"5.91556e+007"	"9333.3"	6338.12	"Elementary"	2002
"4197"	"19"	"El Monte City Elementary"	"64501"	"7.66444e+007"	"11944.7"	6416.59	"Elementary"	2002
"4198"	"19"	"El Monte Union High"	"64519"	"6.6045e+007"	"10263.4"	6435.03	"High School"	2002
"4199"	"19"	"El Rancho Unified"	"64527"	"8.11958e+007"	"12291"	6606.09	"Unified"	2002
"4200"	"19"	"El Segundo Unified"	"64535"	"1.97378e+007"	"2993.59"	6593.34	"Unified"	2002
"4201"	"19"	"Garvey Elementary"	"64550"	"4.80639e+007"	"7027.35"	6839.54	"Elementary"	2002
"4202"	"19"	"Glendale Unified"	"64568"	"2.00118e+008"	"30610.5"	6537.58	"Unified"	2002
"4203"	"19"	"Glendora Unified"	"64576"	"4.5627e+007"	"7816.99"	5836.91	"Unified"	2002
"4204"	"19"	"Gorman Elementary"	"64584"	"1.41775e+006"	"54.02"	26244.9	"Elementary"	2002
"4205"	"19"	"Hawthorne Elementary"	"64592"	"6.07074e+007"	"9828.88"	6176.43	"Elementary"	2002
"4206"	"19"	"Hermosa Beach City Elementary"	"64600"	"7.03707e+006"	"999.18"	7042.84	"Elementary"	2002
"4207"	"19"	"Hughes-Elizabeth Lakes Union Elementary"	"64626"	"3.00858e+006"	"419.69"	7168.58	"Elementary"	2002
"4208"	"19"	"Inglewood Unified"	"64634"	"1.20816e+008"	"17563.2"	6878.9	"Unified"	2002
"4209"	"19"	"Keppel Union Elementary"	"64642"	"1.70463e+007"	"2839.07"	6004.17	"Elementary"	2002
"4210"	"19"	"La Canada Unified"	"64659"	"3.02139e+007"	"4336.35"	6967.59	"Unified"	2002
"4211"	"19"	"Lancaster Elementary"	"64667"	"9.5114e+007"	"14952.2"	6361.2	"Elementary"	2002
"4212"	"19"	"Las Virgenes Unified"	"64683"	"7.79037e+007"	"11895.4"	6549.07	"Unified"	2002
"4213"	"19"	"Lawndale Elementary"	"64691"	"4.10616e+007"	"6284.66"	6533.63	"Elementary"	2002
"4214"	"19"	"Lennox Elementary"	"64709"	"5.01681e+007"	"7331.68"	6842.65	"Elementary"	2002
"4215"	"19"	"Little Lake City Elementary"	"64717"	"3.23842e+007"	"5131.14"	6311.31	"Elementary"	2002
"4216"	"19"	"Long Beach Unified"	"64725"	"6.52686e+008"	"95368.5"	6843.83	"Unified"	2002
"4217"	"19"	"Los Angeles Unified"	"64733"	"5.54857e+009"	"729048"	7610.71	"Unified"	2002
"4218"	"19"	"Los Nietos Elementary"	"64758"	"1.57334e+007"	"2413.48"	6518.95	"Elementary"	2002
"4219"	"19"	"Lowell Joint Elementary"	"64766"	"2.06966e+007"	"3234.19"	6399.32	"Elementary"	2002
"4220"	"19"	"Lynwood Unified"	"64774"	"1.1437e+008"	"19639.2"	5823.54	"Unified"	2002
"4221"	"19"	"Monrovia Unified"	"64790"	"4.37662e+007"	"6512.86"	6719.97	"Unified"	2002
"4222"	"19"	"Montebello Unified"	"64808"	"2.35497e+008"	"35051.6"	6718.57	"Unified"	2002
"4223"	"19"	"Mountain View Elementary"	"64816"	"6.82291e+007"	"10519.9"	6485.75	"Elementary"	2002
"4224"	"19"	"Newhall Elementary"	"64832"	"3.64005e+007"	"6519.9"	5582.98	"Elementary"	2002
"4225"	"19"	"Norwalk-La Mirada Unified"	"64840"	"1.56959e+008"	"23906.2"	6565.61	"Unified"	2002
"4226"	"19"	"Palmdale Elementary"	"64857"	"1.36948e+008"	"22112.9"	6193.15	"Elementary"	2002
"4227"	"19"	"Palos Verdes Peninsula Unified"	"64865"	"7.05225e+007"	"11027.4"	6395.2	"Unified"	2002
"4228"	"19"	"Paramount Unified"	"64873"	"1.09501e+008"	"16775.5"	6527.46	"Unified"	2002
"4229"	"19"	"Pasadena Unified"	"64881"	"1.74248e+008"	"23250.4"	7494.39	"Unified"	2002
"4230"	"19"	"Pomona Unified"	"64907"	"2.36245e+008"	"34560.8"	6835.62	"Unified"	2002
"4231"	"19"	"Rosemead Elementary"	"64931"	"2.14021e+007"	"3287.94"	6509.28	"Elementary"	2002
"4232"	"19"	"San Marino Unified"	"64964"	"2.13874e+007"	"3172.29"	6741.93	"Unified"	2002
"4233"	"19"	"Santa Monica-Malibu Unified"	"64980"	"9.67561e+007"	"12623.3"	7664.9	"Unified"	2002
"4234"	"19"	"Saugus Union Elementary"	"64998"	"5.87045e+007"	"9962.15"	5892.76	"Elementary"	2002
"4235"	"19"	"South Pasadena Unified"	"65029"	"2.46142e+007"	"4070.99"	6046.25	"Unified"	2002
"4236"	"19"	"South Whittier Elementary"	"65037"	"2.92562e+007"	"4627.25"	6322.58	"Elementary"	2002
"4237"	"19"	"Sulphur Springs Union Elementary"	"65045"	"3.34051e+007"	"5428.03"	6154.19	"Elementary"	2002
"4238"	"19"	"Temple City Unified"	"65052"	"3.42639e+007"	"5698.77"	6012.51	"Unified"	2002
"4239"	"19"	"Torrance Unified"	"65060"	"1.61311e+008"	"24824.3"	6498.11	"Unified"	2002
"4240"	"19"	"Valle Lindo Elementary"	"65078"	"7.93609e+006"	"1276.67"	6216.25	"Elementary"	2002
"4241"	"19"	"West Covina Unified"	"65094"	"6.19194e+007"	"10244.8"	6043.96	"Unified"	2002
"4242"	"19"	"Westside Union Elementary"	"65102"	"3.88294e+007"	"6880.82"	5643.14	"Elementary"	2002
"4243"	"19"	"Whittier City Elementary"	"65110"	"4.91256e+007"	"7350.23"	6683.54	"Elementary"	2002
"4244"	"19"	"Whittier Union High"	"65128"	"8.35961e+007"	"11700.7"	7144.57	"High School"	2002
"4245"	"19"	"William S. Hart Union High"	"65136"	"1.22159e+008"	"19632.5"	6222.27	"High School"	2002
"4246"	"19"	"Wilsona Elementary"	"65151"	"1.29005e+007"	"2034.06"	6342.24	"Elementary"	2002
"4247"	"19"	"Wiseburn Elementary"	"65169"	"1.18073e+007"	"1918.19"	6155.45	"Elementary"	2002
"4248"	"19"	"Compton Unified"	"73437"	"2.09612e+008"	"31865.8"	6577.97	"Unified"	2002
"4249"	"19"	"Hacienda La Puente Unified"	"73445"	"1.6324e+008"	"23872"	6838.11	"Unified"	2002
"4250"	"19"	"Rowland Unified"	"73452"	"1.26569e+008"	"19270.8"	6567.92	"Unified"	2002
"4251"	"19"	"Walnut Valley Unified"	"73460"	"9.17093e+007"	"15336.3"	5979.9	"Unified"	2002
"4252"	"19"	"San Gabriel Unified"	"75291"	"3.62378e+007"	"5941.28"	6099.32	"Unified"	2002
"4253"	"19"	"Acton-Agua Dulce Unified"	"75309"	"1.21833e+007"	"1982.82"	6144.41	"Unified"	2002
"4254"	"19"	"Manhattan Beach Unified"	"75333"	"4.71857e+007"	"6426.59"	7342.25	"Unified"	2002
"4255"	"19"	"Redondo Beach Unified"	"75341"	"5.42335e+007"	"7682.96"	7058.93	"Unified"	2002
"4256"	"20"	"Alview-Dairyland Union Elementary"	"65177"	"2.35448e+006"	"358.59"	6565.93	"Elementary"	2002
"4257"	"20"	"Bass Lake Elementary"	"65185"	"7.6746e+006"	"1212.3"	6330.61	"Elementary"	2002
"4258"	"20"	"Chowchilla Elementary"	"65193"	"1.00677e+007"	"1634.27"	6160.35	"Elementary"	2002
"4259"	"20"	"Chowchilla Union High"	"65201"	"5.46019e+006"	"812.77"	6718	"High School"	2002
"4260"	"20"	"Coarsegold Union Elementary"	"65219"	"6.04851e+006"	"1015.63"	5955.43	"Elementary"	2002
"4261"	"20"	"Madera Unified"	"65243"	"1.05523e+008"	"16242"	6496.93	"Unified"	2002
"4262"	"20"	"Raymond-Knowles Union Elementary"	"65276"	"729237"	"92.64"	7871.73	"Elementary"	2002
"4263"	"20"	"Yosemite Union High"	"73734"	"9.13572e+006"	"1276.99"	7154.11	"High School"	2002
"4264"	"20"	"Golden Valley Unified"	"75580"	"7.89821e+006"	"1085.6"	7275.44	"Unified"	2002
"4265"	"20"	"Chawanakee Joint Unified"	"75606"	"1.01311e+007"	"1192.06"	8498.8	"Unified"	2002
"4266"	"21"	"Bolinas-Stinson Union Elementary"	"65300"	"1.88819e+006"	"142.69"	13232.8	"Elementary"	2002
"4267"	"21"	"Dixie Elementary"	"65318"	"1.33886e+007"	"1827.48"	7326.29	"Elementary"	2002
"4268"	"21"	"Kentfield Elementary"	"65334"	"8.81851e+006"	"961.77"	9169.05	"Elementary"	2002
"4269"	"21"	"Laguna Joint Elementary"	"65342"	"163088"	"21.24"	7678.36	"Elementary"	2002
"4270"	"21"	"Lagunitas Elementary"	"65359"	"2.24854e+006"	"295.11"	7619.32	"Elementary"	2002
"4271"	"21"	"Larkspur Elementary"	"65367"	"7.44522e+006"	"928.53"	8018.28	"Elementary"	2002
"4272"	"21"	"Lincoln Elementary"	"65375"	"110744"	"13.88"	7978.68	"Elementary"	2002
"4273"	"21"	"Mill Valley Elementary"	"65391"	"1.81328e+007"	"2245.03"	8076.87	"Elementary"	2002
"4274"	"21"	"Nicasio Elementary"	"65409"	"549563"	"59.23"	9278.45	"Elementary"	2002
"4275"	"21"	"Novato Unified"	"65417"	"4.90684e+007"	"7707.67"	6366.17	"Unified"	2002
"4276"	"21"	"Reed Union Elementary"	"65425"	"1.02807e+007"	"1054.13"	9752.79	"Elementary"	2002
"4277"	"21"	"Ross Elementary"	"65433"	"4.35452e+006"	"369.79"	11775.7	"Elementary"	2002
"4278"	"21"	"San Rafael City Elementary"	"65458"	"2.42224e+007"	"3496.88"	6926.86	"Elementary"	2002
"4279"	"21"	"San Rafael City High"	"65466"	"1.65941e+007"	"2051.57"	8088.48	"High School"	2002
"4280"	"21"	"Sausalito Elementary"	"65474"	"3.98839e+006"	"196.16"	20332.4	"Elementary"	2002
"4281"	"21"	"Tamalpais Union High"	"65482"	"3.62369e+007"	"3576.59"	10131.7	"High School"	2002
"4282"	"21"	"Union Joint Elementary"	"65516"	"204860"	"19.43"	10543.5	"Elementary"	2002
"4283"	"21"	"Shoreline Unified"	"73361"	"7.38613e+006"	"661.55"	11164.9	"Unified"	2002
"4284"	"21"	"Ross Valley Elementary"	"75002"	"1.30706e+007"	"1753.95"	7452.07	"Elementary"	2002
"4285"	"22"	"Mariposa County Unified"	"65532"	"1.85391e+007"	"2426.91"	7638.98	"Unified"	2002
"4286"	"23"	"Anderson Valley Unified"	"65540"	"5.18516e+006"	"577.94"	8971.8	"Unified"	2002
"4287"	"23"	"Arena Union Elementary"	"65557"	"2.34186e+006"	"232.18"	10086.4	"Elementary"	2002
"4288"	"23"	"Fort Bragg Unified"	"65565"	"1.4814e+007"	"1925.72"	7692.72	"Unified"	2002
"4289"	"23"	"Manchester Union Elementary"	"65573"	"600274"	"73.08"	8213.93	"Elementary"	2002
"4290"	"23"	"Mendocino Unified"	"65581"	"6.36454e+006"	"743.68"	8558.16	"Unified"	2002
"4291"	"23"	"Point Arena Joint Union High"	"65599"	"2.3534e+006"	"167.29"	14067.8	"High School"	2002
"4292"	"23"	"Round Valley Unified"	"65607"	"5.33149e+006"	"410.4"	12991	"Unified"	2002
"4293"	"23"	"Ukiah Unified"	"65615"	"4.3771e+007"	"6100.89"	7174.53	"Unified"	2002
"4294"	"23"	"Willits Unified"	"65623"	"1.56501e+007"	"1991.41"	7858.79	"Unified"	2002
"4295"	"23"	"Potter Valley Community Unified"	"73866"	"3.00144e+006"	"286.96"	10459.4	"Unified"	2002
"4296"	"23"	"Laytonville Unified"	"73916"	"4.50033e+006"	"457.99"	9826.26	"Unified"	2002
"4297"	"23"	"Leggett Valley Unified"	"75218"	"2.24242e+006"	"156.77"	14303.9	"Unified"	2002
"4298"	"24"	"Atwater Elementary"	"65631"	"2.90352e+007"	"4592.44"	6322.39	"Elementary"	2002
"4299"	"24"	"Ballico-Cressey Elementary"	"65649"	"1.93585e+006"	"307.27"	6300.15	"Elementary"	2002
"4300"	"24"	"El Nido Elementary"	"65680"	"1.53017e+006"	"211.24"	7243.75	"Elementary"	2002
"4301"	"24"	"Hilmar Unified"	"65698"	"1.49447e+007"	"2343.79"	6376.31	"Unified"	2002
"4302"	"24"	"Le Grand Union Elementary"	"65722"	"2.60945e+006"	"469.84"	5553.92	"Elementary"	2002
"4303"	"24"	"Le Grand Union High"	"65730"	"4.03538e+006"	"568.2"	7102.04	"High School"	2002
"4304"	"24"	"Livingston Union Elementary"	"65748"	"1.5563e+007"	"2513.54"	6191.68	"Elementary"	2002
"4305"	"24"	"Los Banos Unified"	"65755"	"4.59353e+007"	"7469.14"	6150.01	"Unified"	2002
"4306"	"24"	"Mcswain Union Elementary"	"65763"	"4.78972e+006"	"791.58"	6050.84	"Elementary"	2002
"4307"	"24"	"Merced City Elementary"	"65771"	"7.65505e+007"	"11192"	6839.72	"Elementary"	2002
"4308"	"24"	"Merced Union High"	"65789"	"5.9147e+007"	"9169.44"	6450.44	"High School"	2002
"4309"	"24"	"Plainsburg Union Elementary"	"65813"	"691395"	"93.2"	7418.4	"Elementary"	2002
"4310"	"24"	"Planada Elementary"	"65821"	"5.89573e+006"	"843.79"	6987.2	"Elementary"	2002
"4311"	"24"	"Snelling-Merced Falls Union Elementary"	"65839"	"648226"	"83.43"	7769.7	"Elementary"	2002
"4312"	"24"	"Weaver Union Elementary"	"65862"	"9.71345e+006"	"1518.37"	6397.28	"Elementary"	2002
"4313"	"24"	"Winton Elementary"	"65870"	"1.1044e+007"	"1825.54"	6049.72	"Elementary"	2002
"4314"	"24"	"Gustine Unified"	"73619"	"1.12034e+007"	"1713.53"	6538.2	"Unified"	2002
"4315"	"24"	"Merced River Union Elementary"	"73726"	"1.44519e+006"	"212.32"	6806.67	"Elementary"	2002
"4316"	"24"	"Dos Palos Oro Loma Jt. Unified"	"75317"	"1.93384e+007"	"2702.86"	7154.81	"Unified"	2002
"4317"	"24"	"Delhi Unified"	"75366"	"1.40525e+007"	"2364.78"	5942.4	"Unified"	2002
"4318"	"25"	"Surprise Valley Joint Unified"	"65896"	"2.05008e+006"	"189.78"	10802.4	"Unified"	2002
"4319"	"25"	"Modoc Joint Unified"	"73585"	"9.99799e+006"	"1338.73"	7468.26	"Unified"	2002
"4320"	"25"	"Tulelake Basin Joint Unified"	"73593"	"5.04938e+006"	"551.68"	9152.73	"Unified"	2002
"4321"	"26"	"Eastern Sierra Unified"	"73668"	"8.47798e+006"	"900.76"	9412.02	"Unified"	2002
"4322"	"26"	"Mammoth Unified"	"73692"	"8.18028e+006"	"1207.43"	6774.95	"Unified"	2002
"4323"	"27"	"Alisal Union Elementary"	"65961"	"5.41252e+007"	"7944.67"	6812.77	"Elementary"	2002
"4324"	"27"	"Bradley Union Elementary"	"65979"	"442664"	"41.44"	10682.1	"Elementary"	2002
"4325"	"27"	"Carmel Unified"	"65987"	"2.38973e+007"	"2075.25"	11515.4	"Unified"	2002
"4326"	"27"	"Chualar Union Elementary"	"65995"	"2.63602e+006"	"353.3"	7461.14	"Elementary"	2002
"4327"	"27"	"Graves Elementary"	"66027"	"270240"	"35.18"	7681.64	"Elementary"	2002
"4328"	"27"	"Greenfield Union Elementary"	"66035"	"1.77223e+007"	"2608.34"	6794.48	"Elementary"	2002
"4329"	"27"	"King City Union Elementary"	"66050"	"1.61337e+007"	"2605.5"	6192.17	"Elementary"	2002
"4330"	"27"	"King City Joint Union High"	"66068"	"14425351"	"2057.17"	7012.23	"High School"	2002
"4331"	"27"	"Lagunita Elementary"	"66076"	"573435"	"58.99"	9720.88	"Elementary"	2002
"4332"	"27"	"Mission Union Elementary"	"66084"	"619729"	"88.81"	6978.14	"Elementary"	2002
"4333"	"27"	"Monterey Peninsula Unified"	"66092"	"7.95923e+007"	"11681.2"	6813.72	"Unified"	2002
"4334"	"27"	"Pacific Grove Unified"	"66134"	"1.5269e+007"	"1928.86"	7916.09	"Unified"	2002
"4335"	"27"	"Salinas City Elementary"	"66142"	"5.93304e+007"	"8820.35"	6726.53	"Elementary"	2002
"4336"	"27"	"Salinas Union High"	"66159"	"8.81962e+007"	"13164.9"	6699.33	"High School"	2002
"4337"	"27"	"San Antonio Union Elementary"	"66167"	"1.31909e+006"	"183.36"	7194.02	"Elementary"	2002
"4338"	"27"	"San Ardo Union Elementary"	"66175"	"1.16597e+006"	"105.87"	11013.2	"Elementary"	2002
"4339"	"27"	"San Lucas Union Elementary"	"66183"	"1.35926e+006"	"122.16"	11126.9	"Elementary"	2002
"4340"	"27"	"Santa Rita Union Elementary"	"66191"	"1.74867e+007"	"2890.52"	6049.67	"Elementary"	2002
"4341"	"27"	"Spreckels Union Elementary"	"66225"	"5.73138e+006"	"913.39"	6274.84	"Elementary"	2002
"4342"	"27"	"Washington Union Elementary"	"66233"	"5601300"	"935.68"	5986.34	"Elementary"	2002
"4343"	"27"	"North Monterey County Unified"	"73825"	"3.77783e+007"	"5231.54"	7221.26	"Unified"	2002
"4344"	"27"	"Pacific Unified"	"75150"	"663990"	"23.6"	28135.2	"Unified"	2002
"4345"	"27"	"Soledad Unified"	"75440"	"2.32253e+007"	"3457.48"	6717.39	"Unified"	2002
"4346"	"27"	"Gonzales Unified"	"75473"	"1.62692e+007"	"2296.01"	7085.86	"Unified"	2002
"4347"	"28"	"Calistoga Joint Unified"	"66241"	"6.54313e+006"	"923.37"	7086.14	"Unified"	2002
"4348"	"28"	"Howell Mountain Elementary"	"66258"	"673596"	"62.79"	10727.8	"Elementary"	2002
"4349"	"28"	"Napa Valley Unified"	"66266"	"1.07865e+008"	"16391.1"	6580.72	"Unified"	2002
"4350"	"28"	"Pope Valley Union Elementary"	"66282"	"636148"	"55.1"	11545.3	"Elementary"	2002
"4351"	"28"	"St. Helena Unified"	"66290"	"12255141"	"1449"	8457.65	"Unified"	2002
"4352"	"29"	"Chicago Park Elementary"	"66316"	"793851"	"100.83"	7873.16	"Elementary"	2002
"4353"	"29"	"Clear Creek Elementary"	"66324"	"804717"	"118.37"	6798.32	"Elementary"	2002
"4354"	"29"	"Grass Valley Elementary"	"66332"	"1.28961e+007"	"1861.73"	6926.94	"Elementary"	2002
"4355"	"29"	"Nevada City Elementary"	"66340"	"9.30335e+006"	"1400.48"	6642.97	"Elementary"	2002
"4356"	"29"	"Nevada Joint Union High"	"66357"	"2.91291e+007"	"4089.48"	7122.94	"High School"	2002
"4357"	"29"	"Pleasant Ridge Union Elementary"	"66373"	"1.28665e+007"	"2014.63"	6386.54	"Elementary"	2002
"4358"	"29"	"Pleasant Valley Elementary"	"66381"	"4.31637e+006"	"647.48"	6666.42	"Elementary"	2002
"4359"	"29"	"Ready Springs Union Elementary"	"66399"	"2.74645e+006"	"370.35"	7415.81	"Elementary"	2002
"4360"	"29"	"Union Hill Elementary"	"66407"	"4.41306e+006"	"785"	5621.73	"Elementary"	2002
"4361"	"29"	"Twin Ridges Elementary"	"66415"	"1.1503e+007"	"1766.18"	6512.95	"Elementary"	2002
"4362"	"30"	"Anaheim Elementary"	"66423"	"1.44596e+008"	"21770.2"	6641.89	"Elementary"	2002
"4363"	"30"	"Anaheim Union High"	"66431"	"2.08339e+008"	"31230.6"	6670.97	"High School"	2002
"4364"	"30"	"Brea-Olinda Unified"	"66449"	"3.91864e+007"	"6073.19"	6452.36	"Unified"	2002
"4365"	"30"	"Buena Park Elementary"	"66456"	"4.03889e+007"	"6271.77"	6439.79	"Elementary"	2002
"4366"	"30"	"Capistrano Unified"	"66464"	"3.03898e+008"	"48300"	6291.88	"Unified"	2002
"4367"	"30"	"Centralia Elementary"	"66472"	"3.41394e+007"	"5324.13"	6412.2	"Elementary"	2002
"4368"	"30"	"Cypress Elementary"	"66480"	"3.03844e+007"	"4788.17"	6345.73	"Elementary"	2002
"4369"	"30"	"Fountain Valley Elementary"	"66498"	"4.02648e+007"	"6200.47"	6493.82	"Elementary"	2002
"4370"	"30"	"Fullerton Elementary"	"66506"	"8.37609e+007"	"13488.6"	6209.77	"Elementary"	2002
"4371"	"30"	"Fullerton Joint Union High"	"66514"	"9.34472e+007"	"14981.7"	6237.44	"High School"	2002
"4372"	"30"	"Garden Grove Unified"	"66522"	"3.12018e+008"	"49423.5"	6313.15	"Unified"	2002
"4373"	"30"	"Huntington Beach City Elementary"	"66530"	"4.26946e+007"	"6856.66"	6226.74	"Elementary"	2002
"4374"	"30"	"Huntington Beach Union High"	"66548"	"1.00121e+008"	"14387.1"	6959.06	"High School"	2002
"4375"	"30"	"Laguna Beach Unified"	"66555"	"2.20123e+007"	"2659.99"	8275.34	"Unified"	2002
"4376"	"30"	"La Habra City Elementary"	"66563"	"4.20065e+007"	"6400.29"	6563.22	"Elementary"	2002
"4377"	"30"	"Magnolia Elementary"	"66589"	"4.46534e+007"	"6836.17"	6531.94	"Elementary"	2002
"4378"	"30"	"Newport-Mesa Unified"	"66597"	"1.54603e+008"	"21795.9"	7093.22	"Unified"	2002
"4379"	"30"	"Ocean View Elementary"	"66613"	"6.38219e+007"	"9931.02"	6426.52	"Elementary"	2002
"4380"	"30"	"Orange Unified"	"66621"	"2.02627e+008"	"31786.8"	6374.56	"Unified"	2002
"4381"	"30"	"Placentia-Yorba Linda Unified"	"66647"	"1.6865e+008"	"26300.5"	6412.45	"Unified"	2002
"4382"	"30"	"Santa Ana Unified"	"66670"	"4.30066e+008"	"59599.3"	7215.96	"Unified"	2002
"4383"	"30"	"Savanna Elementary"	"66696"	"1.66817e+007"	"2448.35"	6813.44	"Elementary"	2002
"4384"	"30"	"Westminster Elementary"	"66746"	"6.87426e+007"	"10154.7"	6769.52	"Elementary"	2002
"4385"	"30"	"Saddleback Valley Unified"	"73635"	"2.09615e+008"	"35347.3"	5930.14	"Unified"	2002
